Spire Tracer,첨탑 추적자,생물 — 엘프 정찰병,첨탑 추적자는 비행이나 대공 능력을 가진 생물에게만 방어될 수 있다.
Stolen Identity,빼앗긴 정체성,집중마법,"마법물체나 생물 한 개를 목표로 정한다. 그 마법물체나 생물의 복사본인 토큰 한 개를 전장에 놓는다.
암호문 #(그런 다음 당신은 이 주문 카드를 추방하고 당신이 조종하는 생물 한 개에 암호화할 수 있다. 그 생물이 플레이어에게 전투피해를 입힐 때마다, 그 생물의 조종자는 암호화한 카드의 복사본을 마나비용의 지불 없이 발동할 수 있다.)#"
Stomping Ground,야수의 영역,대지 — 산 숲,"#({T}: {R} 또는 {G}를 당신의 마나풀에 담는다.)# 

야수의 영역이 전장에 들어오면서, 당신은 생명 2점을 지불할 수 있다. 그러지 않으면, 야수의 영역은 탭된 채로 전장에 들어온다."
Structural Collapse,구조물 붕괴,집중마법,플레이어 한 명을 목표로 정한다. 그 플레이어는 마법물체 한 개와 대지 한 개를 희생한다. 구조물 붕괴는 그 플레이어에게 피해 2점을 입힌다.
Sunhome Guildmage,선홈의 길드 마도사,생물 — 인간 마법사,"{1}{R}{W}: 당신이 조종하는 생물들은 턴종료까지 +1/+0을 받는다.
{2}{R}{W}: 신속 능력을 가지고 적색이며 백색인 1/1 병사 생물 토큰 한 개를 전장에 놓는다."
Sylvan Primordial,녹지의 원시정령,생물 — 아바타,"대공
녹지의 원시정령이 전장에 들어올 때, 각 상대마다 그가 조종하는 지속물 중 생물이 아닌 지속물 한 개를 목표로 정한다. 그 지속물들을 파괴한다. 이렇게 파괴된 지속물 한 개당 당신의 서고에서 숲 카드 한 장을 찾아 탭된 채로 전장에 놓는다. 그러고 나서 당신의 서고를 섞는다."
Syndic of Tithes,십일조의 평의원,생물 — 인간 성직자,"착취 #(당신이 주문을 발동할 때마다 당신은 {WB}를 지불할 수 있다. 그렇게 한다면, 각 상대는 생명 1점을 잃고 당신은 그만큼의 생명점을 얻는다.)#"
Syndicate Enforcer,조직의 집행자,생물 — 인간 도적,"착취 #(당신이 주문을 발동할 때마다 당신은 {WB}를 지불할 수 있다. 그렇게 한다면, 각 상대는 생명 1점을 잃고 당신은 그만큼의 생명점을 얻는다.)#"
Thespian's Stage,연기자의 무대,대지,"{T}: {C}를 당신의 마나풀에 담는다.
{2}, {T}: 대지 한 개를 목표로 정한다. 연기자의 무대는 그 대지의 복사본이 되며 이 능력을 얻는다."
Thrull Parasite,스럴 기생충,생물 — 스럴,"착취 #(당신이 주문을 발동할 때마다 당신은 {WB}를 지불할 수 있다. 그렇게 한다면, 각 상대는 생명 1점을 잃고 당신은 그만큼의 생명점을 얻는다.)# 
{T}, 생명 2점을 지불한다: 대지가 아닌 지속물 한 개를 목표로 정한다. 그 지속물에서 카운터 한 개를 제거한다."
Tin Street Market,깡통 거리 시장,부여마법 — 마법진,"대지에게 부여
부여된 대지는 ""{T}, 카드 한 장을 버린다: 카드 한 장을 뽑는다.""라는 능력을 가진다."
Totally Lost,난 누군가 또 여긴 어딘가,순간마법,대지가 아닌 지속물 한 개를 목표로 정한다. 그 지속물을 소유자의 서고 맨 위에 놓는다.
Tower Defense,탑 방어전,순간마법,당신이 조종하는 생물들은 턴종료까지 +0/+5를 받으며 대공 능력을 얻는다.
Towering Thunderfist,거대한 천둥주먹,생물 — 거인 병사,{W}: 거대한 천둥주먹은 턴종료까지 경계 능력을 얻는다.
Treasury Thrull,금고 스럴,생물 — 스럴,"착취 #(당신이 주문을 발동할 때마다 당신은 {WB}를 지불할 수 있다. 그렇게 한다면, 각 상대는 생명 1점을 잃고 당신은 그만큼의 생명점을 얻는다.)# 
금고 스럴이 공격할 때마다, 당신의 무덤에 있는 마법물체, 생물 또는 부여마법 카드 한 장을 목표로 정한다. 당신은 그 카드를 당신의 손으로 되돌릴 수 있다."
Truefire Paladin,진리화염 성기사,생물 — 인간 기사,"경계
{R}{W}: 진리화염 성기사는 턴종료까지 +2/+0을 받는다.
{R}{W}: 진리화염 성기사는 턴종료까지 선제공격 능력을 얻는다."
Undercity Informer,지하 도시 정보원,생물 — 인간 도적,"{1}, 생물 한 개를 희생한다: 플레이어 한 명을 목표로 정한다. 그 플레이어는 대지 카드를 공개할 때까지 자신의 서고 맨 위의 카드를 공개한 다음 공개된 카드들을 자신의 무덤에 넣는다."
Undercity Plague,지하 도시 역병,집중마법,"플레이어 한 명을 목표로 정한다. 그 플레이어는 생명 1점을 잃고 카드를 한 장 버린 다음 지속물 한 개를 희생한다.
암호문 #(그런 다음 당신은 이 주문 카드를 추방하고 당신이 조종하는 생물 한 개에 암호화할 수 있다. 그 생물이 플레이어에게 전투피해를 입힐 때마다, 그 생물의 조종자는 암호화한 카드의 복사본을 마나비용의 지불 없이 발동할 수 있다.)#"
Unexpected Results,예상치 못한 결과,집중마법,"당신의 서고를 섞은 다음 맨 위의 카드를 공개한다. 공개한 카드가 대지 카드가 아니라면, 당신은 그 카드의 마나비용을 지불하지 않고 발동할 수 있다. 공개한 카드가 대지 카드라면, 당신은 그 카드를 전장에 놓을 수 있다. 이 경우 예상치 못한 결과를 소유자의 손으로 되돌린다."
Urban Evolution,도시의 진화,집중마법,카드 세 장을 뽑는다. 당신은 이 턴에 대지 한 장을 추가로 플레이할 수 있다.
Urbis Protector,시가지 수호자,생물 — 인간 성직자,"시가지 수호자가 전장에 들어올 때, 비행 능력을 가진 4/4 백색 천사 생물 토큰 한 개를 전장에 놓는다."
Verdant Haven,신록의 피난처,부여마법 — 마법진,"대지에 부여
신록의 피난처가 전장에 들어올 때, 당신은 생명 2점을 얻는다.
부여된 대지를 탭해 마나를 얻을 때마다 그 조종자는 #(그 대지가 원래 생산하는 마나에 더해)# 
자신의 마나풀에 자신이 원하는 색의 마나 한 개를 담는다."
Viashino Shanktail,단도꼬리 비아시노,생물 — 비아시노 전사,"선제공격
혈기 — {2}{R}, 단도꼬리 비아시노를 버린다: 공격생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +3/+1을 받고 선제공격 능력을 얻는다."
Vizkopa Confessor,비즈코파 고해 신부,생물 — 인간 성직자,"착취 #(당신이 주문을 발동할 때마다 당신은 {WB}를 지불할 수 있다. 그렇게 한다면, 각 상대는 생명 1점을 잃고 당신은 그만큼의 생명점을 얻는다.)# 
비즈코파 고해 신부가 전장에 들어올 때, 생명점을 원하는 만큼 지불한다. 상대 한 명을 목표로 정한다. 그 상대는 당신이 지불한 생명점만큼의 카드를 손에서 공개한다. 상대가 손에서 공개한 카드 한 장을 골라 추방한다."
Vizkopa Guildmage,비즈코파의 길드 마도사,생물 — 인간 마법사,"{1}{W}{B}: 생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 생명연결 능력을 얻는다.
{1}{W}{B}: 당신이 이 턴에 생명을 얻을 때마다 각 상대는 그만큼의 생명점을 잃는다."
Voidwalk,공허걸음,집중마법,"생물 한 개를 목표로 정한다. 그 생물을 추방한다. 다음 종료단 시작에, 그 생물을 소유자의 조종하에 전장으로 되돌린다.
암호문 #(그런 다음 당신은 이 주문 카드를 추방하고 당신이 조종하는 생물 한 개에 암호화할 수 있다. 그 생물이 플레이어에게 전투피해를 입힐 때마다, 그 생물의 조종자는 암호화한 카드의 복사본을 마나비용의 지불 없이 발동할 수 있다.)#"
Warmind Infantry,천재전사 보병,생물 — 정령 병사,"부대전 — 천재전사 보병과 두 개 이상의 다른 생물이 공격할 때마다, 천재전사 보병은 턴종료까지 +2/+0을 받는다."
Wasteland Viper,황무지 독사,생물 — 뱀,"치명타
혈기 — {G}, 황무지 독사를 버린다: 공격생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +1/+2를 받고 치명타 능력을 얻는다."
Watery Grave,수몰된 무덤,대지 — 섬 늪,"#({T}: {U} 또는 {B}를 당신의 마나풀에 담는다.)# 
수몰된 무덤이 전장에 들어오면서, 당신은 생명 2점을 지불할 수 있다. 그렇게 하지 않는다면, 수몰된 무덤은 탭된 채로 전장에 들어온다."
Way of the Thief,도둑이 되는 법,부여마법 — 마법진,"생물에게 부여
부여된 생물은 +2/+2를 받는다.
당신이 관문을 조종하는 한, 부여된 생물은 방어될 수 없다."
Whispering Madness,속삭이는 광기,집중마법,"각 플레이어는 손에 있는 모든 카드를 버린 다음 카드를 가장 많이 버린 플레이어가 버린 카드 수만큼의 카드를 뽑는다.
암호문 #(그런 다음 당신은 이 주문 카드를 추방하고 당신이 조종하는 생물 한 개에 암호화할 수 있다. 그 생물이 플레이어에게 전투피해를 입힐 때마다, 그 생물의 조종자는 암호화한 카드의 복사본을 마나비용의 지불 없이 발동할 수 있다.)#"
Wight of Precinct Six,6번 관할구역의 귀신,생물 — 좀비,6번 관할구역의 귀신은 당신의 상대들의 무덤에 있는 각 생물 카드마다 +1/+1을 받는다.
Wildwood Rebirth,자연림의 부활,순간마법,당신의 무덤에 있는 생물 카드 한 장을 목표로 정한다. 그 카드를 당신의 손으로 되돌린다.
Wojek Halberdiers,워젝 미늘창병,생물 — 인간 병사,"부대전 — 워젝 미늘창병과 두 개 이상의 다른 생물이 공격할 때마다, 워젝 미늘창병은 턴종료까지 선제공격 능력을 얻는다."
Wrecking Ogre,철거 오우거,생물 — 오우거 전사,"이단공격
혈기 — {2}{R}, 철거 오우거를 버린다: 공격생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +3/+1을 받고 선제공격 능력을 얻는다."
Zameck Guildmage,자멕의 길드 마도사,생물 — 엘프 마법사,"{G}{U}: 이 턴에, 당신이 조종하는 각 생물은 +1/+1 카운터 한 개를 추가로 가진 채로 전장에 들어온다.
{G}{U}, 당신이 조종하는 생물 한 개에서 +1/+1 카운터 한 개를 제거한다: 카드 한 장을 뽑는다."
Zarichi Tiger,자리치 호랑이,생물 — 고양이,"{1}{W}, {T}: 당신은 생명 2점을 얻는다."
Zhur-Taa Swine,주르-타아 멧돼지,생물 — 멧돼지,"혈기 — {1}{R}{G}, 주르-타아 멧돼지를 버린다: 공격생물 한 개를 목표로 정한다. 그 생물은 턴종료까지 +5/+4를 받는다."
Aegis of the Gods,신들의 방패,부여마법 생물 — 인간 병사,당신은 방호를 가진다. #(당신은 상대가 조종하는 주문이나 능력의 목표로 정해질 수 없다.)#
Aerial Formation,공습 대형,순간마법,"분투 — 공습 대형은 한 개를 초과하는 목표의 수만큼 발동하는 데 {2}{U}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 그 생물들은 턴종료까지 각각 +1/+1을 받고 비행을 얻는다."
Agent of Erebos,에레보스의 하수인,부여마법 생물 — 좀비,"성좌 — 에레보스의 하수인이나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 플레이어를 목표로 정한다. 그 플레이어의 무덤에 있는 모든 카드를 추방한다."
"Ajani, Mentor of Heroes",영웅의 스승 아자니,플레인즈워커 — 아자니,"+1: 당신이 조종하는 생물 중 하나, 둘 또는 세 개를 목표로 정한다. 그 생물들에 +1/+1 카운터 세 개를 배분한다.
+1: 당신의 서고 맨 위의 카드 네 장을 본다. 당신은 그 중에서 마법진, 생물, 또는 플레인즈워커 카드 한 장을 공개하고 당신의 손으로 가져갈 수 있다. 나머지 카드들은 당신이 원하는 순서로 당신의 서고 맨 밑에 놓는다.
-8: 당신은 생명 100점을 얻는다."
Ajani's Presence,아자니의 존재감,순간마법,"분투 — 아자니의 존재감은 한 개를 초과하는 목표의 수만큼 발동하는 데 {2}{W}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 그 생물들은 턴종료까지 각각 +1/+1을 받고 무적을 얻는다. #(피해와 “파괴”라고 명시된 효과로 파괴되지 않는다.)#"
Akroan Line Breaker,아크로스 전열 파괴자,생물 — 인간 전사,"영웅 — 당신이 아크로스 전열 파괴자를 목표로 주문을 발동할 때마다, 아크로스 전열 파괴자는 턴종료까지 +2/+0을 받고 위협 능력을 얻는다."
Akroan Mastiff,아크로스 마스티프,생물 — 사냥개,"{W}, {T}: 생물을 목표로 정한다. 그 생물을 탭한다."
Armament of Nyx,닉스의 무기,부여마법 — 마법진,"생물에게 부여
부여된 생물은 부여마법인 한 이단공격을 가진다. 그렇지 않다면, 부여된 생물이 입히려고 하는 모든 피해를 방지한다. #(이단공격을 가진 생물은 선제공격과 일반 전투 피해를 모두 입힌다.)#"
Armory of Iroas,이로아스의 무기고,마법물체 — 장비,"장착된 생물이 공격할 때마다, 그 생물에 +1/+1 카운터 한 개를 올려놓는다.
장착 {2}"
Aspect of Gorgon,고르곤의 상,부여마법 — 마법진,"생물에게 부여
부여된 생물은 +1/+3을 받고 치명타를 가진다. #(이 생물에게 피해를 입은 생물은 입은 피해의 양에 상관없이 파괴된다.)#"
"Athreos, God of Passage",인도의 신 에스리오스,전설적 부여마법 생물 — 신,"무적
당신의 백흑 신앙심이 7 미만인 한, 에스리오스는 생물이 아니다.
당신이 소유한 다른 생물이 죽을 때마다, 상대를 목표로 정한다. 그 상대가 생명 3점을 지불하지 않으면 그 생물을 당신의 손으로 되돌린다."
Banishing Light,추방의 빛,부여마법,"추방의 빛이 전장에 들어올 때, 상대가 조종하는 대지가 아닌 지속물을 목표로 정한다. 그 지속물을 추방의 빛이 전장을 떠날 때까지 추방한다. #(그 지속물은 그 소유자의 조종하에 전장으로 돌아온다.)#"
Bassara Tower Archer,바사라 탑 궁수,생물 — 인간 궁수,"방호, 대공"
Battlefield Thaumaturge,전장의 요술사,생물 — 인간 마법사,"당신이 발동하는 모든 순간마법 및 집중마법은 목표로 정한 생물의 수 만큼 발동하는 데 {1}이 덜 든다.
영웅 — 당신이 전장의 요술사를 목표로 주문을 발동할 때마다, 전장의 요술사는 턴종료까지 방호를 얻는다."
Bearer of the Heavens,하늘을 등에 진 거인,생물 — 거인,하늘을 등에 진 거인이 죽으면 다음 종료단 시작에 모든 지속물을 파괴한다.
Bladetusk Boar,칼날엄니 멧돼지,생물 — 멧돼지,위협 #(이 생물은 마법물체 생물 및/또는 자신과 색을 공유하는 생물에게만 방어될 수 있다.)#
Blinding Flare,눈이 머는 섬광,집중마법,"분투 — 눈이 머는 섬광은 한 개를 초과하는 목표의 수만큼 발동하는 데 {R}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 그 생물들은 이 턴에 방어할 수 없다."
Bloodcrazed Hoplite,피에 미친 중장보병,생물 — 인간 병사,"영웅 — 당신이 피에 미친 중장보병을 목표로 주문을 발동할 때마다, 피에 미친 중장보병에 +1/+1 카운터 한 개를 올려놓는다.
피에 미친 중장보병에 +1/+1 카운터가 놓일 때마다, 상대가 조종하는 생물을 목표로 정한다. 그 생물에서 +1/+1 카운터 하나를 제거한다."
Brain Maggot,뇌 구더기,부여마법 생물 — 곤충,"뇌 구더기가 전장에 들어올 때, 상대를 목표로 정한다. 그 상대는 자신의 손에 있는 카드를 공개하고 당신은 그 중 대지가 아닌 카드 하나를 선택한다. 뇌 구더기가 전장을 떠날 때까지 그 카드를 추방한다."
Cast into Darkness,암흑에 빠지다,부여마법 — 마법진,"생물에게 부여
부여된 생물은 -2/-0을 받으며 방어할 수 없다."
Chariot of Victory,승리의 전차,마법물체 — 장비,"장착된 생물은 선제공격, 돌진, 신속을 가진다.
장착 {1}"
Cloaked Siren,망토를 두른 세이렌,생물 — 세이렌,"섬광 #(순간마법을 발동할 수 있는 시기라면 당신은 이 주문을 언제든지 발동할 수 있다.)#
비행"
Colossal Heroics,거대한 영웅심,순간마법,"분투 — 거대한 영웅심은 한 개를 초과하는 목표의 수만큼 발동하는 데 {1}{G}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 그 생물들은 턴종료까지 각각 +2/+2를 받는다. 그 생물들을 언탭한다."
Consign to Dust,먼지로 화하다,순간마법,"분투 — 먼지로 화하다는 한 개를 초과하는 목표의 수만큼 발동하는 데 {2}{G}씩 비용이 더 든다.
마법물체와 부여마법을 원하는 수만큼 목표로 정한다. 그 마법물체와 부여마법들을 파괴한다."
Countermand,철회,순간마법,주문을 목표로 정한다. 그 주문을 무효화한다. 그 주문의 조종자는 자신의 서고 맨 위의 카드 네 장을 자신의 무덤에 넣는다.
Cruel Feeding,잔인한 식사,순간마법,"분투 — 잔인한 식사는 한 개를 초과하는 목표의 수만큼 발동하는 데 {2}{B}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 그 생물들은 턴종료까지 각각 +1/+0을 받고 생명연결을 얻는다. #(생명연결 능력을 가진 생물이 피해를 입히면, 그 생물의 조종자는 그 피해만큼의 생명점을 얻는다.)#"
Crystalline Nautilus,수정 앵무조개,부여마법 생물 — 앵무조개,"권능 {3}{U}{U} #(이 카드의 권능 비용을 지불하고 발동하면, 이 카드는 생물에게 부여하는 마법진 주문이다. 이 카드는 생물에 부착되지 않은 상태가 되면 다시 생물이 된다.)#
수정 앵무조개가 주문이나 능력의 목표가 되었을 때, 크리스탈 앵무조개를 희생한다.
부여된 생물은 +4/+4를 받고 '이 생물이 주문이나 능력의 목표가 되었을 때 이 생물을 희생한다'를 가진다."
Cyclops of Eternal Fury,영원한 분노의 키클롭스,부여마법 생물 — 키클롭스,당신이 조종하는 생물들은 신속을 가진다.
Dakra Mystic,다크라 신비주의자,생물 — 인어 마법사,"{U}, {T}: 각 플레이어는 자신의 서고 맨 위의 카드 한 장을 공개한다. 당신은 공개한 카드들을 소유자의 무덤에 넣을 수 있다. 그렇게 하지 않으면, 각 플레이어는 카드를 한 장씩 뽑는다."
Daring Thief,대담한 도둑,생물 — 인간 도적,"영감 — 대담한 도둑이 언탭될 때마다, 당신이 조종하는 대지가 아닌 지속물, 그리고 그 카드와 카드 유형을 공유하는 상대가 조종하는 지속물을 각각 목표로 정한다. 당신은 두 지속물의 조종권을 교환할 수 있다."
Dawnbringer Charioteers,여명을 부르는 전차대,생물 — 인간 병사,"비행, 생명연결
영웅 — 당신이 여명을 부르는 전차대를 목표로 주문을 발동할 때마다, 여명을 부르는 전차대에 +1/+1 카운터 한 개를 올려놓는다."
Deicide,신을 죽이다,순간마법,"부여마법 한 개를 목표로 정한다. 그 부여마법을 추방한다. 추방한 카드가 신 카드라면, 그 카드의 조종자의 무덤과 손, 서고에서 그 카드의 이름과 같은 이름의 카드를 원하는 만큼 찾아 추방한 후, 그 플레이어는 자신의 서고를 섞는다."
Desecration Plague,신성모독 전염병,집중마법,부여마법 또는 대지를 목표로 정한다. 그 목표를 파괴한다.
Deserter's Quarters,탈영병 지구,마법물체,"당신은 당신의 언탭단에 탈영병 지구를 언탭하지 않을 수 있다.
{6}, {T}: 생물을 목표로 정한다. 그 생물을 탭한다. 그 카드는 탈영병 지구가 탭된 채로 있는 한 그 조종자의 언탭단에 언탭되지 않는다."
Desperate Stand,필사적인 저항,집중마법,"분투 — 필사적인 저항은 한 개를 초과하는 목표의 수만큼 발동하는 데 {R}{W}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 그 생물들은 턴종료까지 각각 +2/+0을 받고 선제공격과 경계를 얻는다."
Dictate of Erebos,에레보스의 규율,부여마법,"섬광
당신이 조종하는 생물이 죽을 때마다, 각 상대는 생물 한 개를 희생한다."
Dictate of Heliod,헬리아드의 규율,부여마법,"섬광
당신이 조종하는 생물들은 +2/+2를 받는다."
Dictate of Karametra,카라메트라의 규율,부여마법,"섬광
플레이어가 마나를 얻기 위해 대지를 탭할 때마다, 그 플레이어는 그 대지가 생성한 마나 유형 중 하나를 골라 자신의 마나풀에 추가로 한 개 담는다."
Dictate of Kruphix,크루픽스의 규율,부여마법,"섬광
각 플레이어의 뽑기단 시작에, 그 플레이어는 카드 한 장을 추가로 뽑는다."
Dictate of the Twin Gods,쌍둥이 신의 규율,부여마법,"섬광
어느 원천이 지속물이나 플레이어에게 피해를 입히려 한다면, 대신에 그 원천은 그 피해를 두 배로 입힌다."
Disciple of Deceit,속임수의 사도,생물 — 인간 도적,"영감 — 속임수의 사도가 언탭될 때마다, 당신은 대지가 아닌 카드 한 장을 버릴 수 있다. 그렇게 하면, 당신의 서고에서 그 카드와 전환마나비용이 같은 카드 한 장을 찾아서 공개한 후, 당신의 손으로 가져간 다음 당신의 서고를 섞는다."
Doomwake Giant,파멸을 초래하는 거인,부여마법 생물 — 거인,"성좌 — 파멸을 초래하는 거인이나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 당신의 상대들이 조종하는 생물들은 턴종료까지 -1/-1을 받는다."
Dreadbringer Lampads,공포를 부르는 램파드,부여마법 생물 — 님프,"성좌 — 공포를 부르는 램파드나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 생물을 목표로 정한다. 그 생물은 턴종료까지 위협을 얻는다. #(이 생물은 마법물체 생물 및/또는 자신과 색을 공유하는 생물에게만 방어될 수 있다.)#"
Eagle of the Watch,경비대 독수리,생물 — 조류,"비행 #(이 생물은 비행이나 대공을 가진 생물에게만 방어될 수 있다.)# 
경계 #(이 생물은 공격하면서 탭되지 않는다.)#"
Eidolon of Blossoms,꽃의 에이돌론,부여마법 생물 — 신령,"성좌 — 꽃의 에이돌론이나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 카드 한 장을 뽑는다."
Eidolon of Rhetoric,웅변의 에이돌론,부여마법 생물 — 신령,각 플레이어는 매 턴 한 개를 초과해서 주문을 발동할 수 없다.
Eidolon of the Great Revel,거대한 축제의 에이돌론,부여마법 생물 — 신령,"플레이어가 전환마나비용이 3 이하인 주문을 발동할 때마다, 거대한 축제의 에이돌론은 그 플레이어에게 피해 2점을 입힌다."
Extinguish All Hope,모든 희망의 끝,집중마법,부여마법이 아닌 모든 생물을 파괴한다.
Feast of Dreams,꿈의 잔치,순간마법,부여된 생물 또는 부여마법 생물을 목표로 정한다. 그 생물을 파괴한다.
Felhide Petrifier,썩은가죽 석화자,생물 — 미노타우로스 전사,"치명타
당신이 조종하는 다른 미노타우로스 생물들은 치명타를 가진다."
Flamespeaker's Will,화염술사의 의지,부여마법 — 마법진,"자신이 조종하는 생물에게 부여
부여된 생물은 +1/+1을 받는다.
부여된 생물이 플레이어에게 전투피해를 입힐 때마다, 당신은 화염술사의 의지를 희생할 수 있다. 그렇게 하면, 마법물체를 목표로 정한다. 그 마법물체를 파괴한다."
Fleetfeather Cockatrice,가벼운 깃털 코카트리스,생물 — 코카트리스,"섬광 #(순간마법을 발동할 수 있는 시기라면 당신은 이 주문을 언제든지 발동할 수 있다.)#
비행, 치명타
{5}{G}{U}: 괴수화 3. #(이 생물이 괴수화하지 않았다면, 이 생물에 +1/+1 카운터 세 개를 올려놓는다. 이 생물은 괴수화한다.)#"
Flurry of Horns,뿔 달린 질풍,집중마법,신속을 가진 2/3 적색 미노타우로스 생물 토큰 두 개를 전장에 놓는다.
Font of Fertility,풍요의 세례반,부여마법,"{1}{G}, 풍요의 세례반을 희생한다: 당신의 서고에서 기본 대지 카드 한 장을 찾아 탭된 채로 전장에 놓은 후, 당신의 서고를 섞는다."
Font of Fortunes,행운의 세례반,부여마법,"{1}{U}, 행운의 세례반을 희생한다: 카드 두 장을 뽑는다."
Font of Ire,분노의 세례반,부여마법,"{3}{R}, 분노의 세례반을 희생한다: 플레이어를 목표로 정한다. 분노의 세례반은 그 플레이어에게 피해 5점을 입힌다."
Font of Return,귀환의 세례반,부여마법,"{3}{B}, 귀환의 세례반을 희생한다: 최대 세 개까지 당신의 무덤에 있는 생물 카드를 목표로 정한다. 그 카드들을 당신의 손으로 되돌린다."
Font of Vigor,활력의 세례반,부여마법,"{2}{W}, 활력의 세례반을 희생한다: 당신은 생명 7점을 얻는다."
Forgeborn Oreads,용광로에서 태어난 오레아드,부여마법 생물 — 님프,"성좌 — 용광로에서 태어난 오레아드나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 생물 또는 플레이어를 목표로 정한다. 용광로에서 태어난 오레아드는 그 목표에게 피해 1점을 입힌다"
Gluttonous Cyclops,걸신들린 키클롭스,생물 — 키클롭스,"{5}{R}{R}: 괴수화 3. #(이 생물이 괴수화하지 않았다면, 이 생물에 +1/+1 카운터 세 개를 올려놓는다. 이 생물은 괴수화한다.)#"
Gnarled Scarhide,뒤틀린 흉터가죽,부여마법 생물 — 미노타우로스,"권능 {3}{B} #(이 카드의 권능 비용을 지불하고 발동하면, 이 카드는 생물에게 부여하는 마법진 주문이다. 이 카드는 생물에 부착되지 않은 상태가 되면 다시 생물이 된다.)#
뒤틀린 흉터가죽은 방어할 수 없다.
부여된 생물은 +2/+1을 받으며 방어할 수 없다."
Godhunter Octopus,신사냥꾼 문어,생물 — 문어,신사냥꾼 문어는 수비플레이어가 부여마법이나 부여된 지속물을 조종하지 않는 한 공격할 수 없다.
Godsend,신의 선물,전설적 마법물체 — 장비,"장착된 생물은 +3/+3을 받는다.
장착한 생물이 방어하거나 하나 이상의 생물에게 방어 당할 때마다, 당신은 그 생물 중 하나를 추방할 수 있다.
상대들은 신의 선물로 추방한 카드들과 같은 이름을 가진 카드들을 발동할 수 없다.
장착 {3}"
Golden Hind,황금 암사슴,생물 — 엘크,{T}: {G}를 당신의 마나풀에 담는다.
Goldenhide Ox,황금가죽 황소,부여마법 생물 — 황소,"성좌 — 황금가죽 황소나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 생물을 목표로 정한다. 그 생물은 가능하면 이번 턴에 방어되어야 한다."
Gold-Forged Sentinel,황금 보초,마법물체 생물 — 키메라,비행
Grim Guardian,음산한 수호자,부여마법 생물 — 좀비,"성좌 — 음산한 수호자나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 각 상대는 생명 1점을 잃는다."
Hall of Triumph,승리의 전당,전설적 마법물체,"승리의 전당이 전장에 들어올 때, 색 하나를 고른다.
선택한 색을 가진 당신이 조종하는 생물은 +1/+1을 얻는다."
Harness by Force,힘으로 고삐를 채우다,집중마법,"분투 — 힘으로 고삐를 채우다는 한 개를 초과하는 목표의 수만큼 발동하는 데 {2}{R}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 턴종료까지 그 생물들의 조종권을 얻는다. 그 생물들을 언탭한다. 그 생물들은 턴종료까지 신속을 얻는다."
Harvestguard Alseids,수확감시자 알세이드,부여마법 생물 — 님프,"성좌 — 수확감시자 알세이드나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 생물을 목표로 정한다. 이번 턴에 그 생물이 입을 모든 피해를 방지한다."
Heroes' Bane,영웅의 재앙,생물 — 히드라,"영웅의 재앙은 +1/+1 카운터 네 개를 가진 채로 전장에 들어온다.
{2}{G}{G}: 영웅의 재앙에 +1/+1 카운터를 X개 올려놓는다. X는 그 카드의 공격력이다."
Hour of Need,필요의 시간,순간마법,"분투 — 필요의 시간은 한 개를 초과하는 목표의 수만큼 발동하는 데 {1}{U}씩 비용이 더 든다.
생물을 원하는 수만큼 목표로 정한다. 그 생물들을 추방한다. 이렇게 추방당한 생물 한 개마다, 그 조종자는 비행을 가진 4/4 청색 스핑크스 생물 토큰 한 개를 전장에 놓는다."
Hubris,오만,순간마법,생물을 목표로 정한다. 그 생물과 그 생물에 부착된 모든 마법진을 소유자의 손으로 되돌린다.
Humbler of Mortals,겸손한 필멸자,부여마법 생물 — 정령,"성좌 — 겸손한 필멸자나 다른 부여마법이 당신의 조종 하에 전장에 들어올 때마다, 당신이 조종하는 생물들은 턴종료까지 돌진을 얻는다."
Hydra Broodmaster,번식하는 히드라,생물 — 히드라,"{X}{X}{G}: 괴수화 X. #(이 생물이 괴수화하지 않았다면, 이 생물에 +1/+1 카운터 X 개를 올려놓는다. 이 생물은 괴수화한다.)#
번식하는 히드라가 괴수화할 때, X/X 녹색 히드라 토큰 X개를 전장에 놓는다."
